	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
794				neither shall	1.0	0.0448	whole face of	1.0	0.0448	seventh day and made	1.0	0.0448	and on the seventh day	1.0	0.0448	thus the heavens and the earth	1	0.0448
795				shall you	1.0	0.0448	the ground 7	1.0	0.0448	day and made it	1.0	0.0448	on the seventh day god	1.0	0.0448	the heavens and the earth were	1	0.0448
796				you touch	1.0	0.0448	ground 7 then	1.0	0.0448	and made it holy	1.0	0.0448	the seventh day god finished	1.0	0.0448	heavens and the earth were finished	1	0.0448
797				touch it	1.0	0.0448	lord god formed	1.0	0.0448	made it holy because	1.0	0.0448	seventh day god finished his	1.0	0.0448	and the earth were finished and	1	0.0448
798				it lest	1.0	0.0448	god formed the	1.0	0.0448	it holy because on	1.0	0.0448	day god finished his work	1.0	0.0448	the earth were finished and all	1	0.0448
799				lest you	1.0	0.0448	formed the man	1.0	0.0448	holy because on it	1.0	0.0448	god finished his work that	1.0	0.0448	earth were finished and all the	1	0.0448
800				you die	1.0	0.0448	the man of	1.0	0.0448	because on it god	1.0	0.0448	finished his work that he	1.0	0.0448	were finished and all the host	1	0.0448
801				die 4	1.0	0.0448	man of dust	1.0	0.0448	on it god rested	1.0	0.0448	that he had done and	1.0	0.0448	finished and all the host of	1	0.0448
802				4 but	1.0	0.0448	of dust from	1.0	0.0448	it god rested from	1.0	0.0448	he had done and he	1.0	0.0448	and all the host of them	1	0.0448
803				serpent said	1.0	0.0448	dust from the	1.0	0.0448	god rested from all	1.0	0.0448	had done and he rested	1.0	0.0448	all the host of them 2	1	0.0448
804				woman you	1.0	0.0448	from the ground	1.0	0.0448	rested from all his	1.0	0.0448	done and he rested on	1.0	0.0448	the host of them 2 and	1	0.0448
805				not surely	1.0	0.0448	the ground and	1.0	0.0448	he had done in	1.0	0.0448	and he rested on the	1.0	0.0448	host of them 2 and on	1	0.0448
806				die 5	1.0	0.0448	ground and breathed	1.0	0.0448	had done in creation	1.0	0.0448	he rested on the seventh	1.0	0.0448	of them 2 and on the	1	0.0448
807				5 for	1.0	0.0448	and breathed into	1.0	0.0448	done in creation the	1.0	0.0448	rested on the seventh day	1.0	0.0448	them 2 and on the seventh	1	0.0448
808				for god	1.0	0.0448	breathed into his	1.0	0.0448	in creation the creation	1.0	0.0448	on the seventh day from	1.0	0.0448	2 and on the seventh day	1	0.0448
809				god knows	1.0	0.0448	into his nostrils	1.0	0.0448	creation the creation of	1.0	0.0448	the seventh day from all	1.0	0.0448	and on the seventh day god	1	0.0448
810				knows that	1.0	0.0448	his nostrils the	1.0	0.0448	the creation of man	1.0	0.0448	seventh day from all his	1.0	0.0448	on the seventh day god finished	1	0.0448
811				your eyes	1.0	0.0448	nostrils the breath	1.0	0.0448	creation of man and	1.0	0.0448	day from all his work	1.0	0.0448	the seventh day god finished his	1	0.0448
812				eyes will	1.0	0.0448	life and the	1.0	0.0448	of man and woman	1.0	0.0448	that he had done 3	1.0	0.0448	seventh day god finished his work	1	0.0448
813				be opened	1.0	0.0448	the man became	1.0	0.0448	man and woman 4	1.0	0.0448	he had done 3 so	1.0	0.0448	day god finished his work that	1	0.0448
814				be like	1.0	0.0448	man became a	1.0	0.0448	and woman 4 these	1.0	0.0448	had done 3 so god	1.0	0.0448	god finished his work that he	1	0.0448
815				like god	1.0	0.0448	became a living	1.0	0.0448	woman 4 these are	1.0	0.0448	done 3 so god blessed	1.0	0.0448	finished his work that he had	1	0.0448
816				god knowing	1.0	0.0448	a living creature	1.0	0.0448	4 these are the	1.0	0.0448	3 so god blessed the	1.0	0.0448	work that he had done and	1	0.0448
817				evil 6	1.0	0.0448	living creature 8	1.0	0.0448	these are the generations	1.0	0.0448	so god blessed the seventh	1.0	0.0448	that he had done and he	1	0.0448
818				6 so	1.0	0.0448	creature 8 and	1.0	0.0448	are the generations of	1.0	0.0448	god blessed the seventh day	1.0	0.0448	he had done and he rested	1	0.0448
819				woman saw	1.0	0.0448	8 and the	1.0	0.0448	the generations of the	1.0	0.0448	blessed the seventh day and	1.0	0.0448	had done and he rested on	1	0.0448
820				a delight	1.0	0.0448	lord god planted	1.0	0.0448	generations of the heavens	1.0	0.0448	the seventh day and made	1.0	0.0448	done and he rested on the	1	0.0448
821				delight to	1.0	0.0448	god planted a	1.0	0.0448	and the earth when	1.0	0.0448	seventh day and made it	1.0	0.0448	and he rested on the seventh	1	0.0448
822				eyes and	1.0	0.0448	planted a garden	1.0	0.0448	the earth when they	1.0	0.0448	day and made it holy	1.0	0.0448	he rested on the seventh day	1	0.0448
823				be desired	1.0	0.0448	a garden in	1.0	0.0448	earth when they were	1.0	0.0448	and made it holy because	1.0	0.0448	rested on the seventh day from	1	0.0448
824				desired to	1.0	0.0448	garden in eden	1.0	0.0448	when they were created	1.0	0.0448	made it holy because on	1.0	0.0448	on the seventh day from all	1	0.0448
825				to make	1.0	0.0448	in eden in	1.0	0.0448	they were created in	1.0	0.0448	it holy because on it	1.0	0.0448	the seventh day from all his	1	0.0448
826				make one	1.0	0.0448	eden in the	1.0	0.0448	were created in the	1.0	0.0448	holy because on it god	1.0	0.0448	seventh day from all his work	1	0.0448
827				one wise	1.0	0.0448	in the east	1.0	0.0448	created in the day	1.0	0.0448	because on it god rested	1.0	0.0448	day from all his work that	1	0.0448
828				wise s	1.0	0.0448	the east and	1.0	0.0448	the day that the	1.0	0.0448	on it god rested from	1.0	0.0448	work that he had done 3	1	0.0448
829				she took	1.0	0.0448	east and there	1.0	0.0448	day that the lord	1.0	0.0448	it god rested from all	1.0	0.0448	that he had done 3 so	1	0.0448
830				took of	1.0	0.0448	there he put	1.0	0.0448	lord god made the	1.0	0.0448	god rested from all his	1.0	0.0448	he had done 3 so god	1	0.0448
831				fruit and	1.0	0.0448	he put the	1.0	0.0448	god made the earth	1.0	0.0448	rested from all his work	1.0	0.0448	had done 3 so god blessed	1	0.0448
832				and ate	1.0	0.0448	put the man	1.0	0.0448	made the earth and	1.0	0.0448	that he had done in	1.0	0.0448	done 3 so god blessed the	1	0.0448
833				ate and	1.0	0.0448	the man whom	1.0	0.0448	the earth and the	1.0	0.0448	he had done in creation	1.0	0.0448	3 so god blessed the seventh	1	0.0448
834				she also	1.0	0.0448	man whom he	1.0	0.0448	earth and the heavens	1.0	0.0448	had done in creation the	1.0	0.0448	so god blessed the seventh day	1	0.0448
835				also gave	1.0	0.0448	he had formed	1.0	0.0448	and the heavens 5	1.0	0.0448	done in creation the creation	1.0	0.0448	god blessed the seventh day and	1	0.0448
836				gave some	1.0	0.0448	had formed 9	1.0	0.0448	the heavens 5 when	1.0	0.0448	in creation the creation of	1.0	0.0448	blessed the seventh day and made	1	0.0448
837				her husband	1.0	0.0448	formed 9 and	1.0	0.0448	heavens 5 when no	1.0	0.0448	creation the creation of man	1.0	0.0448	the seventh day and made it	1	0.0448
838				husband who	1.0	0.0448	9 and out	1.0	0.0448	5 when no bush	1.0	0.0448	the creation of man and	1.0	0.0448	seventh day and made it holy	1	0.0448
839				he ate	1.0	0.0448	god made to	1.0	0.0448	when no bush of	1.0	0.0448	creation of man and woman	1.0	0.0448	day and made it holy because	1	0.0448
840				ate 7	1.0	0.0448	made to spring	1.0	0.0448	no bush of the	1.0	0.0448	of man and woman 4	1.0	0.0448	and made it holy because on	1	0.0448
841				eyes of	1.0	0.0448	to spring up	1.0	0.0448	bush of the field	1.0	0.0448	man and woman 4 these	1.0	0.0448	made it holy because on it	1	0.0448
842				were opened	1.0	0.0448	spring up every	1.0	0.0448	of the field i	1.0	0.0448	and woman 4 these are	1.0	0.0448	it holy because on it god	1	0.0448
843				they knew	1.0	0.0448	up every tree	1.0	0.0448	the field i was	1.0	0.0448	woman 4 these are the	1.0	0.0448	holy because on it god rested	1	0.0448
844				knew that	1.0	0.0448	every tree that	1.0	0.0448	field i was yet	1.0	0.0448	4 these are the generations	1.0	0.0448	because on it god rested from	1	0.0448
845				they sewed	1.0	0.0448	that is pleasant	1.0	0.0448	i was yet in	1.0	0.0448	these are the generations of	1.0	0.0448	on it god rested from all	1	0.0448
846				sewed fig	1.0	0.0448	is pleasant to	1.0	0.0448	was yet in the	1.0	0.0448	are the generations of the	1.0	0.0448	it god rested from all his	1	0.0448
847				fig leaves	1.0	0.0448	pleasant to the	1.0	0.0448	yet in the land	1.0	0.0448	the generations of the heavens	1.0	0.0448	god rested from all his work	1	0.0448
848				leaves together	1.0	0.0448	to the sight	1.0	0.0448	in the land j	1.0	0.0448	generations of the heavens and	1.0	0.0448	rested from all his work that	1	0.0448
849				together and	1.0	0.0448	the sight and	1.0	0.0448	the land j and	1.0	0.0448	of the heavens and the	1.0	0.0448	work that he had done in	1	0.0448
850				made themselves	1.0	0.0448	sight and good	1.0	0.0448	land j and no	1.0	0.0448	heavens and the earth when	1.0	0.0448	that he had done in creation	1	0.0448
851				themselves loincloths	1.0	0.0448	and good for	1.0	0.0448	j and no small	1.0	0.0448	and the earth when they	1.0	0.0448	he had done in creation the	1	0.0448
852				loincloths 8	1.0	0.0448	for food the	1.0	0.0448	and no small plant	1.0	0.0448	the earth when they were	1.0	0.0448	had done in creation the creation	1	0.0448
853				they heard	1.0	0.0448	food the tree	1.0	0.0448	no small plant of	1.0	0.0448	earth when they were created	1.0	0.0448	done in creation the creation of	1	0.0448
854				god walking	1.0	0.0448	of life was	1.0	0.0448	small plant of the	1.0	0.0448	when they were created in	1.0	0.0448	in creation the creation of man	1	0.0448
855				walking in	1.0	0.0448	life was in	1.0	0.0448	plant of the field	1.0	0.0448	they were created in the	1.0	0.0448	creation the creation of man and	1	0.0448
856				the cool	1.0	0.0448	garden and the	1.0	0.0448	of the field had	1.0	0.0448	were created in the day	1.0	0.0448	the creation of man and woman	1	0.0448
857				cool t	1.0	0.0448	and the tree	1.0	0.0448	the field had yet	1.0	0.0448	created in the day that	1.0	0.0448	creation of man and woman 4	1	0.0448
858				wife hid	1.0	0.0448	and evil 10	1.0	0.0448	field had yet sprung	1.0	0.0448	in the day that the	1.0	0.0448	of man and woman 4 these	1	0.0448
859				hid themselves	1.0	0.0448	evil 10 a	1.0	0.0448	had yet sprung up	1.0	0.0448	the day that the lord	1.0	0.0448	man and woman 4 these are	1	0.0448
860				the presence	1.0	0.0448	10 a river	1.0	0.0448	yet sprung up for	1.0	0.0448	day that the lord god	1.0	0.0448	and woman 4 these are the	1	0.0448
861				presence of	1.0	0.0448	a river flowed	1.0	0.0448	sprung up for the	1.0	0.0448	that the lord god made	1.0	0.0448	woman 4 these are the generations	1	0.0448
862				god among	1.0	0.0448	river flowed out	1.0	0.0448	up for the lord	1.0	0.0448	the lord god made the	1.0	0.0448	4 these are the generations of	1	0.0448
863				among the	1.0	0.0448	flowed out of	1.0	0.0448	for the lord god	1.0	0.0448	lord god made the earth	1.0	0.0448	these are the generations of the	1	0.0448
864				trees of	1.0	0.0448	out of eden	1.0	0.0448	lord god had not	1.0	0.0448	god made the earth and	1.0	0.0448	are the generations of the heavens	1	0.0448
865				garden 9	1.0	0.0448	eden to water	1.0	0.0448	god had not caused	1.0	0.0448	made the earth and the	1.0	0.0448	the generations of the heavens and	1	0.0448
866				9 but	1.0	0.0448	to water the	1.0	0.0448	had not caused it	1.0	0.0448	the earth and the heavens	1.0	0.0448	generations of the heavens and the	1	0.0448
867				called to	1.0	0.0448	water the garden	1.0	0.0448	not caused it to	1.0	0.0448	earth and the heavens 5	1.0	0.0448	of the heavens and the earth	1	0.0448
868				and said	1.0	0.0448	garden and there	1.0	0.0448	caused it to rain	1.0	0.0448	and the heavens 5 when	1.0	0.0448	the heavens and the earth when	1	0.0448
869				you u	1.0	0.0448	there it divided	1.0	0.0448	it to rain on	1.0	0.0448	the heavens 5 when no	1.0	0.0448	heavens and the earth when they	1	0.0448
870				u 10	1.0	0.0448	it divided and	1.0	0.0448	to rain on the	1.0	0.0448	heavens 5 when no bush	1.0	0.0448	and the earth when they were	1	0.0448
871				10 and	1.0	0.0448	divided and became	1.0	0.0448	rain on the land	1.0	0.0448	5 when no bush of	1.0	0.0448	the earth when they were created	1	0.0448
872				i heard	1.0	0.0448	and became four	1.0	0.0448	on the land and	1.0	0.0448	when no bush of the	1.0	0.0448	earth when they were created in	1	0.0448
873				was afraid	1.0	0.0448	became four rivers	1.0	0.0448	the land and there	1.0	0.0448	no bush of the field	1.0	0.0448	when they were created in the	1	0.0448
874				afraid because	1.0	0.0448	four rivers 11	1.0	0.0448	land and there was	1.0	0.0448	bush of the field i	1.0	0.0448	they were created in the day	1	0.0448
875				was naked	1.0	0.0448	rivers 11 the	1.0	0.0448	there was no man	1.0	0.0448	of the field i was	1.0	0.0448	were created in the day that	1	0.0448
876				i hid	1.0	0.0448	11 the name	1.0	0.0448	was no man to	1.0	0.0448	the field i was yet	1.0	0.0448	created in the day that the	1	0.0448
877				hid myself	1.0	0.0448	of the first	1.0	0.0448	no man to work	1.0	0.0448	field i was yet in	1.0	0.0448	in the day that the lord	1	0.0448
878				myself 11	1.0	0.0448	the first is	1.0	0.0448	man to work the	1.0	0.0448	i was yet in the	1.0	0.0448	the day that the lord god	1	0.0448
879				11 he	1.0	0.0448	first is the	1.0	0.0448	work the ground 6	1.0	0.0448	was yet in the land	1.0	0.0448	day that the lord god made	1	0.0448
880				said who	1.0	0.0448	is the pishon	1.0	0.0448	the ground 6 and	1.0	0.0448	yet in the land j	1.0	0.0448	that the lord god made the	1	0.0448
881				who told	1.0	0.0448	the pishon it	1.0	0.0448	ground 6 and a	1.0	0.0448	in the land j and	1.0	0.0448	the lord god made the earth	1	0.0448
882				told you	1.0	0.0448	pishon it is	1.0	0.0448	6 and a mist	1.0	0.0448	the land j and no	1.0	0.0448	lord god made the earth and	1	0.0448
883				naked have	1.0	0.0448	land of havilah	1.0	0.0448	and a mist k	1.0	0.0448	land j and no small	1.0	0.0448	god made the earth and the	1	0.0448
884				you eaten	1.0	0.0448	of havilah where	1.0	0.0448	a mist k was	1.0	0.0448	j and no small plant	1.0	0.0448	made the earth and the heavens	1	0.0448
885				to eat	1.0	0.0448	havilah where there	1.0	0.0448	mist k was going	1.0	0.0448	and no small plant of	1.0	0.0448	the earth and the heavens 5	1	0.0448
886				eat 12	1.0	0.0448	there is gold	1.0	0.0448	k was going up	1.0	0.0448	no small plant of the	1.0	0.0448	earth and the heavens 5 when	1	0.0448
887				woman whom	1.0	0.0448	is gold 12	1.0	0.0448	was going up from	1.0	0.0448	small plant of the field	1.0	0.0448	and the heavens 5 when no	1	0.0448
888				you gave	1.0	0.0448	gold 12 and	1.0	0.0448	going up from the	1.0	0.0448	plant of the field had	1.0	0.0448	the heavens 5 when no bush	1	0.0448
889				gave to	1.0	0.0448	12 and the	1.0	0.0448	up from the land	1.0	0.0448	of the field had yet	1.0	0.0448	heavens 5 when no bush of	1	0.0448
890				she gave	1.0	0.0448	and the gold	1.0	0.0448	from the land and	1.0	0.0448	the field had yet sprung	1.0	0.0448	5 when no bush of the	1	0.0448
891				gave me	1.0	0.0448	the gold of	1.0	0.0448	the land and was	1.0	0.0448	field had yet sprung up	1.0	0.0448	when no bush of the field	1	0.0448
892				me fruit	1.0	0.0448	gold of that	1.0	0.0448	land and was watering	1.0	0.0448	had yet sprung up for	1.0	0.0448	no bush of the field i	1	0.0448
893				tree and	1.0	0.0448	of that land	1.0	0.0448	and was watering the	1.0	0.0448	yet sprung up for the	1.0	0.0448	bush of the field i was	1	0.0448
894				ate 13	1.0	0.0448	that land is	1.0	0.0448	was watering the whole	1.0	0.0448	sprung up for the lord	1.0	0.0448	of the field i was yet	1	0.0448
895				13 then	1.0	0.0448	land is good	1.0	0.0448	watering the whole face	1.0	0.0448	up for the lord god	1.0	0.0448	the field i was yet in	1	0.0448
896				woman what	1.0	0.0448	is good bdellium	1.0	0.0448	the whole face of	1.0	0.0448	for the lord god had	1.0	0.0448	field i was yet in the	1	0.0448
897				done the	1.0	0.0448	good bdellium and	1.0	0.0448	whole face of the	1.0	0.0448	the lord god had not	1.0	0.0448	i was yet in the land	1	0.0448
898				serpent deceived	1.0	0.0448	bdellium and onyx	1.0	0.0448	face of the ground	1.0	0.0448	lord god had not caused	1.0	0.0448	was yet in the land j	1	0.0448
899				deceived me	1.0	0.0448	and onyx stone	1.0	0.0448	of the ground 7	1.0	0.0448	god had not caused it	1.0	0.0448	yet in the land j and	1	0.0448
900				ate 14	1.0	0.0448	onyx stone are	1.0	0.0448	the ground 7 then	1.0	0.0448	had not caused it to	1.0	0.0448	in the land j and no	1	0.0448
901				14 the	1.0	0.0448	stone are there	1.0	0.0448	ground 7 then the	1.0	0.0448	not caused it to rain	1.0	0.0448	the land j and no small	1	0.0448
902				serpent because	1.0	0.0448	are there 13	1.0	0.0448	7 then the lord	1.0	0.0448	caused it to rain on	1.0	0.0448	land j and no small plant	1	0.0448
903				done this	1.0	0.0448	there 13 the	1.0	0.0448	the lord god formed	1.0	0.0448	it to rain on the	1.0	0.0448	j and no small plant of	1	0.0448
904				this cursed	1.0	0.0448	13 the name	1.0	0.0448	lord god formed the	1.0	0.0448	to rain on the land	1.0	0.0448	and no small plant of the	1	0.0448
905				cursed are	1.0	0.0448	of the second	1.0	0.0448	god formed the man	1.0	0.0448	rain on the land and	1.0	0.0448	no small plant of the field	1	0.0448
906				all beasts	1.0	0.0448	the second river	1.0	0.0448	formed the man of	1.0	0.0448	on the land and there	1.0	0.0448	small plant of the field had	1	0.0448
907				field on	1.0	0.0448	second river is	1.0	0.0448	the man of dust	1.0	0.0448	the land and there was	1.0	0.0448	plant of the field had yet	1	0.0448
908				your belly	1.0	0.0448	is the gihon	1.0	0.0448	man of dust from	1.0	0.0448	land and there was no	1.0	0.0448	of the field had yet sprung	1	0.0448
909				belly you	1.0	0.0448	the gihon it	1.0	0.0448	of dust from the	1.0	0.0448	and there was no man	1.0	0.0448	the field had yet sprung up	1	0.0448
910				shall go	1.0	0.0448	gihon it is	1.0	0.0448	dust from the ground	1.0	0.0448	there was no man to	1.0	0.0448	field had yet sprung up for	1	0.0448
911				go and	1.0	0.0448	land of cush	1.0	0.0448	from the ground and	1.0	0.0448	was no man to work	1.0	0.0448	had yet sprung up for the	1	0.0448
912				and dust	1.0	0.0448	of cush 14	1.0	0.0448	the ground and breathed	1.0	0.0448	no man to work the	1.0	0.0448	yet sprung up for the lord	1	0.0448
913				eat all	1.0	0.0448	cush 14 and	1.0	0.0448	ground and breathed into	1.0	0.0448	man to work the ground	1.0	0.0448	sprung up for the lord god	1	0.0448
914				life 15	1.0	0.0448	14 and the	1.0	0.0448	and breathed into his	1.0	0.0448	to work the ground 6	1.0	0.0448	up for the lord god had	1	0.0448
915				15 i	1.0	0.0448	and the name	1.0	0.0448	breathed into his nostrils	1.0	0.0448	work the ground 6 and	1.0	0.0448	for the lord god had not	1	0.0448
916				will put	1.0	0.0448	of the third	1.0	0.0448	into his nostrils the	1.0	0.0448	the ground 6 and a	1.0	0.0448	the lord god had not caused	1	0.0448
917				put enmity	1.0	0.0448	the third river	1.0	0.0448	his nostrils the breath	1.0	0.0448	ground 6 and a mist	1.0	0.0448	lord god had not caused it	1	0.0448
918				enmity between	1.0	0.0448	third river is	1.0	0.0448	nostrils the breath of	1.0	0.0448	6 and a mist k	1.0	0.0448	god had not caused it to	1	0.0448
919				your offspring	1.0	0.0448	is the tigris	1.0	0.0448	breath of life and	1.0	0.0448	and a mist k was	1.0	0.0448	had not caused it to rain	1	0.0448
920				offspring v	1.0	0.0448	the tigris which	1.0	0.0448	of life and the	1.0	0.0448	a mist k was going	1.0	0.0448	not caused it to rain on	1	0.0448
921				v and	1.0	0.0448	tigris which flows	1.0	0.0448	life and the man	1.0	0.0448	mist k was going up	1.0	0.0448	caused it to rain on the	1	0.0448
922				her offspring	1.0	0.0448	which flows east	1.0	0.0448	and the man became	1.0	0.0448	k was going up from	1.0	0.0448	it to rain on the land	1	0.0448
923				offspring he	1.0	0.0448	flows east of	1.0	0.0448	the man became a	1.0	0.0448	was going up from the	1.0	0.0448	to rain on the land and	1	0.0448
924				bruise your	1.0	0.0448	east of assyria	1.0	0.0448	man became a living	1.0	0.0448	going up from the land	1.0	0.0448	rain on the land and there	1	0.0448
925				your head	1.0	0.0448	of assyria and	1.0	0.0448	became a living creature	1.0	0.0448	up from the land and	1.0	0.0448	on the land and there was	1	0.0448
926				head and	1.0	0.0448	assyria and the	1.0	0.0448	a living creature 8	1.0	0.0448	from the land and was	1.0	0.0448	the land and there was no	1	0.0448
927				bruise his	1.0	0.0448	and the fourth	1.0	0.0448	living creature 8 and	1.0	0.0448	the land and was watering	1.0	0.0448	land and there was no man	1	0.0448
928				his heel	1.0	0.0448	the fourth river	1.0	0.0448	creature 8 and the	1.0	0.0448	land and was watering the	1.0	0.0448	and there was no man to	1	0.0448
929				heel 16	1.0	0.0448	fourth river is	1.0	0.0448	8 and the lord	1.0	0.0448	and was watering the whole	1.0	0.0448	there was no man to work	1	0.0448
930				16 to	1.0	0.0448	is the euphrates	1.0	0.0448	the lord god planted	1.0	0.0448	was watering the whole face	1.0	0.0448	was no man to work the	1	0.0448
931				woman he	1.0	0.0448	the euphrates 15	1.0	0.0448	lord god planted a	1.0	0.0448	watering the whole face of	1.0	0.0448	no man to work the ground	1	0.0448
932				will surely	1.0	0.0448	euphrates 15 the	1.0	0.0448	god planted a garden	1.0	0.0448	the whole face of the	1.0	0.0448	man to work the ground 6	1	0.0448
933				surely multiply	1.0	0.0448	15 the lord	1.0	0.0448	planted a garden in	1.0	0.0448	whole face of the ground	1.0	0.0448	to work the ground 6 and	1	0.0448
934				multiply your	1.0	0.0448	lord god took	1.0	0.0448	a garden in eden	1.0	0.0448	face of the ground 7	1.0	0.0448	work the ground 6 and a	1	0.0448
935				your pain	1.0	0.0448	god took the	1.0	0.0448	garden in eden in	1.0	0.0448	of the ground 7 then	1.0	0.0448	the ground 6 and a mist	1	0.0448
936				pain in	1.0	0.0448	took the man	1.0	0.0448	in eden in the	1.0	0.0448	the ground 7 then the	1.0	0.0448	ground 6 and a mist k	1	0.0448
937				in childbearing	1.0	0.0448	man and put	1.0	0.0448	eden in the east	1.0	0.0448	ground 7 then the lord	1.0	0.0448	6 and a mist k was	1	0.0448
938				childbearing in	1.0	0.0448	and put him	1.0	0.0448	in the east and	1.0	0.0448	7 then the lord god	1.0	0.0448	and a mist k was going	1	0.0448
939				forth children	1.0	0.0448	put him in	1.0	0.0448	the east and there	1.0	0.0448	then the lord god formed	1.0	0.0448	a mist k was going up	1	0.0448
940				children your	1.0	0.0448	to work it	1.0	0.0448	east and there he	1.0	0.0448	the lord god formed the	1.0	0.0448	mist k was going up from	1	0.0448
941				your desire	1.0	0.0448	work it and	1.0	0.0448	and there he put	1.0	0.0448	lord god formed the man	1.0	0.0448	k was going up from the	1	0.0448
942				desire shall	1.0	0.0448	it and keep	1.0	0.0448	there he put the	1.0	0.0448	god formed the man of	1.0	0.0448	was going up from the land	1	0.0448
943				be contrary	1.0	0.0448	and keep it	1.0	0.0448	he put the man	1.0	0.0448	formed the man of dust	1.0	0.0448	going up from the land and	1	0.0448
944				contrary to	1.0	0.0448	keep it 16	1.0	0.0448	put the man whom	1.0	0.0448	the man of dust from	1.0	0.0448	up from the land and was	1	0.0448
945				to w	1.0	0.0448	it 16 and	1.0	0.0448	the man whom he	1.0	0.0448	man of dust from the	1.0	0.0448	from the land and was watering	1	0.0448
946				w your	1.0	0.0448	16 and the	1.0	0.0448	man whom he had	1.0	0.0448	of dust from the ground	1.0	0.0448	the land and was watering the	1	0.0448
947				your husband	1.0	0.0448	lord god commanded	1.0	0.0448	whom he had formed	1.0	0.0448	dust from the ground and	1.0	0.0448	land and was watering the whole	1	0.0448
948				husband but	1.0	0.0448	god commanded the	1.0	0.0448	he had formed 9	1.0	0.0448	from the ground and breathed	1.0	0.0448	and was watering the whole face	1	0.0448
949				shall rule	1.0	0.0448	commanded the man	1.0	0.0448	had formed 9 and	1.0	0.0448	the ground and breathed into	1.0	0.0448	was watering the whole face of	1	0.0448
950				you 17	1.0	0.0448	the man saying	1.0	0.0448	formed 9 and out	1.0	0.0448	ground and breathed into his	1.0	0.0448	watering the whole face of the	1	0.0448
951				to adam	1.0	0.0448	man saying you	1.0	0.0448	9 and out of	1.0	0.0448	and breathed into his nostrils	1.0	0.0448	the whole face of the ground	1	0.0448
952				adam he	1.0	0.0448	saying you may	1.0	0.0448	lord god made to	1.0	0.0448	breathed into his nostrils the	1.0	0.0448	whole face of the ground 7	1	0.0448
953				said because	1.0	0.0448	you may surely	1.0	0.0448	god made to spring	1.0	0.0448	into his nostrils the breath	1.0	0.0448	face of the ground 7 then	1	0.0448
954				have listened	1.0	0.0448	may surely eat	1.0	0.0448	made to spring up	1.0	0.0448	his nostrils the breath of	1.0	0.0448	of the ground 7 then the	1	0.0448
955				listened to	1.0	0.0448	surely eat of	1.0	0.0448	to spring up every	1.0	0.0448	nostrils the breath of life	1.0	0.0448	the ground 7 then the lord	1	0.0448
956				the voice	1.0	0.0448	eat of every	1.0	0.0448	spring up every tree	1.0	0.0448	the breath of life and	1.0	0.0448	ground 7 then the lord god	1	0.0448
957				voice of	1.0	0.0448	of every tree	1.0	0.0448	up every tree that	1.0	0.0448	breath of life and the	1.0	0.0448	7 then the lord god formed	1	0.0448
958				your wife	1.0	0.0448	every tree of	1.0	0.0448	every tree that is	1.0	0.0448	of life and the man	1.0	0.0448	then the lord god formed the	1	0.0448
959				have eaten	1.0	0.0448	the garden 17	1.0	0.0448	tree that is pleasant	1.0	0.0448	life and the man became	1.0	0.0448	the lord god formed the man	1	0.0448
960				it cursed	1.0	0.0448	garden 17 but	1.0	0.0448	that is pleasant to	1.0	0.0448	and the man became a	1.0	0.0448	lord god formed the man of	1	0.0448
961				cursed is	1.0	0.0448	17 but of	1.0	0.0448	is pleasant to the	1.0	0.0448	the man became a living	1.0	0.0448	god formed the man of dust	1	0.0448
962				ground because	1.0	0.0448	and evil you	1.0	0.0448	pleasant to the sight	1.0	0.0448	man became a living creature	1.0	0.0448	formed the man of dust from	1	0.0448
963				life 18	1.0	0.0448	evil you shall	1.0	0.0448	to the sight and	1.0	0.0448	became a living creature 8	1.0	0.0448	the man of dust from the	1	0.0448
964				18 thorns	1.0	0.0448	not eat for	1.0	0.0448	the sight and good	1.0	0.0448	a living creature 8 and	1.0	0.0448	man of dust from the ground	1	0.0448
965				thorns and	1.0	0.0448	eat for in	1.0	0.0448	sight and good for	1.0	0.0448	living creature 8 and the	1.0	0.0448	of dust from the ground and	1	0.0448
966				and thistles	1.0	0.0448	day that you	1.0	0.0448	and good for food	1.0	0.0448	creature 8 and the lord	1.0	0.0448	dust from the ground and breathed	1	0.0448
967				thistles it	1.0	0.0448	that you eat	1.0	0.0448	good for food the	1.0	0.0448	8 and the lord god	1.0	0.0448	from the ground and breathed into	1	0.0448
968				it shall	1.0	0.0448	you eat l	1.0	0.0448	for food the tree	1.0	0.0448	and the lord god planted	1.0	0.0448	the ground and breathed into his	1	0.0448
969				forth for	1.0	0.0448	eat l of	1.0	0.0448	food the tree of	1.0	0.0448	the lord god planted a	1.0	0.0448	ground and breathed into his nostrils	1	0.0448
970				eat the	1.0	0.0448	l of it	1.0	0.0448	tree of life was	1.0	0.0448	lord god planted a garden	1.0	0.0448	and breathed into his nostrils the	1	0.0448
971				the plants	1.0	0.0448	it you shall	1.0	0.0448	of life was in	1.0	0.0448	god planted a garden in	1.0	0.0448	breathed into his nostrils the breath	1	0.0448
972				plants of	1.0	0.0448	you shall surely	1.0	0.0448	life was in the	1.0	0.0448	planted a garden in eden	1.0	0.0448	into his nostrils the breath of	1	0.0448
