	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
6348				sold for	1.0	0.0064	say that first	1.0	0.0064	district of dalmanutha i	1.0	0.0064	37 and they were astonished	1.0	0.0064	his fingers into his ears and	1	0.0064
6349				than three	1.0	0.0064	that first elijah	1.0	0.0064	of dalmanutha i the	1.0	0.0064	and they were astonished beyond	1.0	0.0064	fingers into his ears and after	1	0.0064
6350				three hundred	1.0	0.0064	first elijah must	1.0	0.0064	dalmanutha i the pharisees	1.0	0.0064	they were astonished beyond measure	1.0	0.0064	into his ears and after spitting	1	0.0064
6351				denarii e	1.0	0.0064	elijah must come	1.0	0.0064	i the pharisees demand	1.0	0.0064	were astonished beyond measure saying	1.0	0.0064	his ears and after spitting touched	1	0.0064
6352				e and	1.0	0.0064	must come 12	1.0	0.0064	the pharisees demand a	1.0	0.0064	astonished beyond measure saying he	1.0	0.0064	ears and after spitting touched his	1	0.0064
6353				and given	1.0	0.0064	come 12 and	1.0	0.0064	pharisees demand a sign	1.0	0.0064	beyond measure saying he has	1.0	0.0064	and after spitting touched his tongue	1	0.0064
6354				they scolded	1.0	0.0064	them elijah does	1.0	0.0064	demand a sign 11	1.0	0.0064	measure saying he has done	1.0	0.0064	after spitting touched his tongue 34	1	0.0064
6355				scolded her	1.0	0.0064	elijah does come	1.0	0.0064	a sign 11 the	1.0	0.0064	saying he has done all	1.0	0.0064	spitting touched his tongue 34 and	1	0.0064
6356				her 6	1.0	0.0064	does come first	1.0	0.0064	sign 11 the pharisees	1.0	0.0064	he has done all things	1.0	0.0064	touched his tongue 34 and looking	1	0.0064
6357				said leave	1.0	0.0064	come first to	1.0	0.0064	11 the pharisees came	1.0	0.0064	has done all things well	1.0	0.0064	his tongue 34 and looking up	1	0.0064
6358				leave her	1.0	0.0064	first to restore	1.0	0.0064	the pharisees came and	1.0	0.0064	done all things well he	1.0	0.0064	tongue 34 and looking up to	1	0.0064
6359				her alone	1.0	0.0064	to restore all	1.0	0.0064	pharisees came and began	1.0	0.0064	all things well he even	1.0	0.0064	34 and looking up to heaven	1	0.0064
6360				alone why	1.0	0.0064	restore all things	1.0	0.0064	came and began to	1.0	0.0064	things well he even makes	1.0	0.0064	and looking up to heaven he	1	0.0064
6361				you trouble	1.0	0.0064	all things and	1.0	0.0064	and began to argue	1.0	0.0064	well he even makes the	1.0	0.0064	looking up to heaven he sighed	1	0.0064
6362				trouble her	1.0	0.0064	things and how	1.0	0.0064	began to argue with	1.0	0.0064	he even makes the deaf	1.0	0.0064	up to heaven he sighed and	1	0.0064
6363				done a	1.0	0.0064	is it written	1.0	0.0064	to argue with him	1.0	0.0064	even makes the deaf hear	1.0	0.0064	to heaven he sighed and said	1	0.0064
6364				a beautiful	1.0	0.0064	it written of	1.0	0.0064	argue with him seeking	1.0	0.0064	makes the deaf hear and	1.0	0.0064	heaven he sighed and said to	1	0.0064
6365				beautiful thing	1.0	0.0064	written of the	1.0	0.0064	with him seeking from	1.0	0.0064	the deaf hear and the	1.0	0.0064	he sighed and said to him	1	0.0064
6366				thing to	1.0	0.0064	of man that	1.0	0.0064	him seeking from him	1.0	0.0064	deaf hear and the mute	1.0	0.0064	sighed and said to him ephphatha	1	0.0064
6367				7 for	1.0	0.0064	man that he	1.0	0.0064	seeking from him a	1.0	0.0064	hear and the mute speak	1.0	0.0064	and said to him ephphatha that	1	0.0064
6368				you always	1.0	0.0064	he should suffer	1.0	0.0064	from him a sign	1.0	0.0064	and the mute speak jesus	1.0	0.0064	said to him ephphatha that is	1	0.0064
6369				poor with	1.0	0.0064	should suffer many	1.0	0.0064	him a sign from	1.0	0.0064	the mute speak jesus feeds	1.0	0.0064	to him ephphatha that is be	1	0.0064
6370				good for	1.0	0.0064	and be treated	1.0	0.0064	a sign from heaven	1.0	0.0064	mute speak jesus feeds the	1.0	0.0064	him ephphatha that is be opened	1	0.0064
6371				not always	1.0	0.0064	be treated with	1.0	0.0064	sign from heaven to	1.0	0.0064	speak jesus feeds the four	1.0	0.0064	ephphatha that is be opened 35	1	0.0064
6372				8 she	1.0	0.0064	treated with contempt	1.0	0.0064	from heaven to test	1.0	0.0064	jesus feeds the four thousand	1.0	0.0064	that is be opened 35 and	1	0.0064
6373				done what	1.0	0.0064	with contempt 13	1.0	0.0064	heaven to test him	1.0	0.0064	feeds the four thousand 8	1.0	0.0064	is be opened 35 and his	1	0.0064
6374				could she	1.0	0.0064	contempt 13 but	1.0	0.0064	to test him 12	1.0	0.0064	the four thousand 8 in	1.0	0.0064	be opened 35 and his ears	1	0.0064
6375				has anointed	1.0	0.0064	13 but i	1.0	0.0064	test him 12 and	1.0	0.0064	four thousand 8 in those	1.0	0.0064	opened 35 and his ears were	1	0.0064
6376				anointed my	1.0	0.0064	but i tell	1.0	0.0064	him 12 and he	1.0	0.0064	thousand 8 in those days	1.0	0.0064	35 and his ears were opened	1	0.0064
6377				body beforehand	1.0	0.0064	tell you that	1.0	0.0064	12 and he sighed	1.0	0.0064	8 in those days when	1.0	0.0064	and his ears were opened his	1	0.0064
6378				beforehand for	1.0	0.0064	you that elijah	1.0	0.0064	and he sighed deeply	1.0	0.0064	in those days when again	1.0	0.0064	his ears were opened his tongue	1	0.0064
6379				for burial	1.0	0.0064	that elijah has	1.0	0.0064	he sighed deeply in	1.0	0.0064	those days when again a	1.0	0.0064	ears were opened his tongue was	1	0.0064
6380				burial 9	1.0	0.0064	elijah has come	1.0	0.0064	sighed deeply in his	1.0	0.0064	days when again a great	1.0	0.0064	were opened his tongue was released	1	0.0064
6381				and truly	1.0	0.0064	has come and	1.0	0.0064	deeply in his spirit	1.0	0.0064	when again a great crowd	1.0	0.0064	opened his tongue was released and	1	0.0064
6382				you wherever	1.0	0.0064	come and they	1.0	0.0064	in his spirit and	1.0	0.0064	again a great crowd had	1.0	0.0064	his tongue was released and he	1	0.0064
6383				wherever the	1.0	0.0064	to him whatever	1.0	0.0064	his spirit and said	1.0	0.0064	a great crowd had gathered	1.0	0.0064	tongue was released and he spoke	1	0.0064
6384				gospel is	1.0	0.0064	him whatever they	1.0	0.0064	spirit and said why	1.0	0.0064	great crowd had gathered and	1.0	0.0064	was released and he spoke plainly	1	0.0064
6385				is proclaimed	1.0	0.0064	whatever they pleased	1.0	0.0064	and said why does	1.0	0.0064	crowd had gathered and they	1.0	0.0064	released and he spoke plainly 36	1	0.0064
6386				proclaimed in	1.0	0.0064	they pleased as	1.0	0.0064	said why does this	1.0	0.0064	had gathered and they had	1.0	0.0064	and he spoke plainly 36 and	1	0.0064
6387				world what	1.0	0.0064	pleased as it	1.0	0.0064	why does this generation	1.0	0.0064	gathered and they had nothing	1.0	0.0064	he spoke plainly 36 and jesus	1	0.0064
6388				done will	1.0	0.0064	of him jesus	1.0	0.0064	does this generation seek	1.0	0.0064	and they had nothing to	1.0	0.0064	spoke plainly 36 and jesus h	1	0.0064
6389				be told	1.0	0.0064	heals a boy	1.0	0.0064	this generation seek a	1.0	0.0064	they had nothing to eat	1.0	0.0064	plainly 36 and jesus h charged	1	0.0064
6390				told in	1.0	0.0064	a boy with	1.0	0.0064	generation seek a sign	1.0	0.0064	had nothing to eat he	1.0	0.0064	36 and jesus h charged them	1	0.0064
6391				in memory	1.0	0.0064	boy with an	1.0	0.0064	seek a sign truly	1.0	0.0064	nothing to eat he called	1.0	0.0064	and jesus h charged them to	1	0.0064
6392				memory of	1.0	0.0064	unclean spirit 14	1.0	0.0064	a sign truly i	1.0	0.0064	to eat he called his	1.0	0.0064	jesus h charged them to tell	1	0.0064
6393				her judas	1.0	0.0064	spirit 14 and	1.0	0.0064	sign truly i say	1.0	0.0064	eat he called his disciples	1.0	0.0064	h charged them to tell no	1	0.0064
6394				judas to	1.0	0.0064	14 and when	1.0	0.0064	say to you no	1.0	0.0064	and said to them 2	1.0	0.0064	them to tell no one but	1	0.0064
6395				betray jesus	1.0	0.0064	the disciples they	1.0	0.0064	to you no sign	1.0	0.0064	said to them 2 i	1.0	0.0064	to tell no one but the	1	0.0064
6396				jesus 10	1.0	0.0064	disciples they saw	1.0	0.0064	you no sign will	1.0	0.0064	to them 2 i have	1.0	0.0064	tell no one but the more	1	0.0064
6397				10 then	1.0	0.0064	great crowd around	1.0	0.0064	no sign will be	1.0	0.0064	them 2 i have compassion	1.0	0.0064	no one but the more he	1	0.0064
6398				then judas	1.0	0.0064	crowd around them	1.0	0.0064	sign will be given	1.0	0.0064	2 i have compassion on	1.0	0.0064	one but the more he charged	1	0.0064
6399				was one	1.0	0.0064	around them and	1.0	0.0064	will be given to	1.0	0.0064	i have compassion on the	1.0	0.0064	but the more he charged them	1	0.0064
6400				twelve went	1.0	0.0064	them and scribes	1.0	0.0064	be given to this	1.0	0.0064	have compassion on the crowd	1.0	0.0064	the more he charged them the	1	0.0064
6401				priests in	1.0	0.0064	and scribes arguing	1.0	0.0064	given to this generation	1.0	0.0064	compassion on the crowd because	1.0	0.0064	more he charged them the more	1	0.0064
6402				them 11	1.0	0.0064	scribes arguing with	1.0	0.0064	to this generation 13	1.0	0.0064	on the crowd because they	1.0	0.0064	he charged them the more zealously	1	0.0064
6403				were glad	1.0	0.0064	arguing with them	1.0	0.0064	this generation 13 and	1.0	0.0064	the crowd because they have	1.0	0.0064	charged them the more zealously they	1	0.0064
6404				glad and	1.0	0.0064	with them 15	1.0	0.0064	generation 13 and he	1.0	0.0064	crowd because they have been	1.0	0.0064	them the more zealously they proclaimed	1	0.0064
6405				and promised	1.0	0.0064	them 15 and	1.0	0.0064	13 and he left	1.0	0.0064	been with me now three	1.0	0.0064	the more zealously they proclaimed it	1	0.0064
6406				promised to	1.0	0.0064	15 and immediately	1.0	0.0064	and he left them	1.0	0.0064	with me now three days	1.0	0.0064	more zealously they proclaimed it 37	1	0.0064
6407				give him	1.0	0.0064	and immediately all	1.0	0.0064	he left them got	1.0	0.0064	me now three days and	1.0	0.0064	zealously they proclaimed it 37 and	1	0.0064
6408				him money	1.0	0.0064	immediately all the	1.0	0.0064	left them got into	1.0	0.0064	now three days and have	1.0	0.0064	they proclaimed it 37 and they	1	0.0064
6409				money and	1.0	0.0064	the crowd when	1.0	0.0064	them got into the	1.0	0.0064	three days and have nothing	1.0	0.0064	proclaimed it 37 and they were	1	0.0064
6410				he sought	1.0	0.0064	crowd when they	1.0	0.0064	into the boat again	1.0	0.0064	days and have nothing to	1.0	0.0064	it 37 and they were astonished	1	0.0064
6411				sought an	1.0	0.0064	saw him were	1.0	0.0064	the boat again and	1.0	0.0064	and have nothing to eat	1.0	0.0064	37 and they were astonished beyond	1	0.0064
6412				opportunity to	1.0	0.0064	him were greatly	1.0	0.0064	boat again and went	1.0	0.0064	have nothing to eat 3	1.0	0.0064	and they were astonished beyond measure	1	0.0064
6413				bread when	1.0	0.0064	were greatly amazed	1.0	0.0064	again and went to	1.0	0.0064	nothing to eat 3 and	1.0	0.0064	they were astonished beyond measure saying	1	0.0064
6414				they sacrificed	1.0	0.0064	greatly amazed and	1.0	0.0064	went to the other	1.0	0.0064	to eat 3 and if	1.0	0.0064	were astonished beyond measure saying he	1	0.0064
6415				sacrificed the	1.0	0.0064	amazed and ran	1.0	0.0064	the other side the	1.0	0.0064	eat 3 and if i	1.0	0.0064	astonished beyond measure saying he has	1	0.0064
6416				passover lamb	1.0	0.0064	and ran up	1.0	0.0064	other side the leaven	1.0	0.0064	3 and if i send	1.0	0.0064	beyond measure saying he has done	1	0.0064
6417				lamb his	1.0	0.0064	ran up to	1.0	0.0064	side the leaven of	1.0	0.0064	and if i send them	1.0	0.0064	measure saying he has done all	1	0.0064
6418				have us	1.0	0.0064	him and greeted	1.0	0.0064	the pharisees and herod	1.0	0.0064	if i send them away	1.0	0.0064	saying he has done all things	1	0.0064
6419				and prepare	1.0	0.0064	and greeted him	1.0	0.0064	pharisees and herod 14	1.0	0.0064	i send them away hungry	1.0	0.0064	he has done all things well	1	0.0064
6420				passover 13	1.0	0.0064	greeted him 16	1.0	0.0064	and herod 14 now	1.0	0.0064	send them away hungry to	1.0	0.0064	has done all things well he	1	0.0064
6421				man carrying	1.0	0.0064	are you arguing	1.0	0.0064	herod 14 now they	1.0	0.0064	them away hungry to their	1.0	0.0064	done all things well he even	1	0.0064
6422				carrying a	1.0	0.0064	you arguing about	1.0	0.0064	14 now they had	1.0	0.0064	away hungry to their homes	1.0	0.0064	all things well he even makes	1	0.0064
6423				a jar	1.0	0.0064	arguing about with	1.0	0.0064	now they had forgotten	1.0	0.0064	hungry to their homes they	1.0	0.0064	things well he even makes the	1	0.0064
6424				jar of	1.0	0.0064	with them 17	1.0	0.0064	they had forgotten to	1.0	0.0064	to their homes they will	1.0	0.0064	well he even makes the deaf	1	0.0064
6425				water will	1.0	0.0064	them 17 and	1.0	0.0064	had forgotten to bring	1.0	0.0064	their homes they will faint	1.0	0.0064	he even makes the deaf hear	1	0.0064
6426				will meet	1.0	0.0064	17 and someone	1.0	0.0064	forgotten to bring bread	1.0	0.0064	homes they will faint on	1.0	0.0064	even makes the deaf hear and	1	0.0064
6427				meet you	1.0	0.0064	and someone from	1.0	0.0064	to bring bread and	1.0	0.0064	they will faint on the	1.0	0.0064	makes the deaf hear and the	1	0.0064
6428				you follow	1.0	0.0064	someone from the	1.0	0.0064	bring bread and they	1.0	0.0064	will faint on the way	1.0	0.0064	the deaf hear and the mute	1	0.0064
6429				he enters	1.0	0.0064	the crowd answered	1.0	0.0064	bread and they had	1.0	0.0064	faint on the way and	1.0	0.0064	deaf hear and the mute speak	1	0.0064
6430				enters say	1.0	0.0064	crowd answered him	1.0	0.0064	they had only one	1.0	0.0064	on the way and some	1.0	0.0064	hear and the mute speak jesus	1	0.0064
6431				teacher says	1.0	0.0064	answered him teacher	1.0	0.0064	had only one loaf	1.0	0.0064	the way and some of	1.0	0.0064	and the mute speak jesus feeds	1	0.0064
6432				says where	1.0	0.0064	him teacher i	1.0	0.0064	only one loaf with	1.0	0.0064	way and some of them	1.0	0.0064	the mute speak jesus feeds the	1	0.0064
6433				my guest	1.0	0.0064	teacher i brought	1.0	0.0064	one loaf with them	1.0	0.0064	some of them have come	1.0	0.0064	mute speak jesus feeds the four	1	0.0064
6434				guest room	1.0	0.0064	i brought my	1.0	0.0064	loaf with them in	1.0	0.0064	of them have come from	1.0	0.0064	speak jesus feeds the four thousand	1	0.0064
6435				room where	1.0	0.0064	brought my son	1.0	0.0064	in the boat 15	1.0	0.0064	them have come from far	1.0	0.0064	jesus feeds the four thousand 8	1	0.0064
6436				may eat	1.0	0.0064	my son to	1.0	0.0064	the boat 15 and	1.0	0.0064	have come from far away	1.0	0.0064	feeds the four thousand 8 in	1	0.0064
6437				my disciples	1.0	0.0064	son to you	1.0	0.0064	boat 15 and he	1.0	0.0064	come from far away 4	1.0	0.0064	the four thousand 8 in those	1	0.0064
6438				disciples 15	1.0	0.0064	has a spirit	1.0	0.0064	15 and he cautioned	1.0	0.0064	from far away 4 and	1.0	0.0064	four thousand 8 in those days	1	0.0064
6439				will show	1.0	0.0064	a spirit that	1.0	0.0064	and he cautioned them	1.0	0.0064	far away 4 and his	1.0	0.0064	thousand 8 in those days when	1	0.0064
6440				show you	1.0	0.0064	spirit that makes	1.0	0.0064	he cautioned them saying	1.0	0.0064	away 4 and his disciples	1.0	0.0064	8 in those days when again	1	0.0064
6441				a large	1.0	0.0064	that makes him	1.0	0.0064	cautioned them saying watch	1.0	0.0064	4 and his disciples answered	1.0	0.0064	in those days when again a	1	0.0064
6442				large upper	1.0	0.0064	makes him mute	1.0	0.0064	them saying watch out	1.0	0.0064	and his disciples answered him	1.0	0.0064	those days when again a great	1	0.0064
6443				upper room	1.0	0.0064	him mute 18	1.0	0.0064	saying watch out beware	1.0	0.0064	his disciples answered him how	1.0	0.0064	days when again a great crowd	1	0.0064
6444				room furnished	1.0	0.0064	mute 18 and	1.0	0.0064	watch out beware of	1.0	0.0064	disciples answered him how can	1.0	0.0064	when again a great crowd had	1	0.0064
6445				furnished and	1.0	0.0064	18 and whenever	1.0	0.0064	out beware of the	1.0	0.0064	answered him how can one	1.0	0.0064	again a great crowd had gathered	1	0.0064
6446				and ready	1.0	0.0064	and whenever it	1.0	0.0064	beware of the leaven	1.0	0.0064	him how can one feed	1.0	0.0064	a great crowd had gathered and	1	0.0064
6447				ready there	1.0	0.0064	whenever it seizes	1.0	0.0064	of the leaven of	1.0	0.0064	how can one feed these	1.0	0.0064	great crowd had gathered and they	1	0.0064
6448				there prepare	1.0	0.0064	it seizes him	1.0	0.0064	pharisees and the leaven	1.0	0.0064	can one feed these people	1.0	0.0064	crowd had gathered and they had	1	0.0064
6449				us 16	1.0	0.0064	seizes him it	1.0	0.0064	and the leaven of	1.0	0.0064	one feed these people with	1.0	0.0064	had gathered and they had nothing	1	0.0064
6450				disciples set	1.0	0.0064	him it throws	1.0	0.0064	the leaven of herod	1.0	0.0064	feed these people with bread	1.0	0.0064	gathered and they had nothing to	1	0.0064
6451				set out	1.0	0.0064	it throws him	1.0	0.0064	leaven of herod j	1.0	0.0064	these people with bread here	1.0	0.0064	and they had nothing to eat	1	0.0064
6452				found it	1.0	0.0064	throws him down	1.0	0.0064	of herod j 16	1.0	0.0064	people with bread here in	1.0	0.0064	they had nothing to eat he	1	0.0064
6453				they prepared	1.0	0.0064	and he foams	1.0	0.0064	herod j 16 and	1.0	0.0064	with bread here in this	1.0	0.0064	had nothing to eat he called	1	0.0064
6454				prepared the	1.0	0.0064	he foams and	1.0	0.0064	j 16 and they	1.0	0.0064	bread here in this desolate	1.0	0.0064	nothing to eat he called his	1	0.0064
6455				passover 17	1.0	0.0064	foams and grinds	1.0	0.0064	16 and they began	1.0	0.0064	here in this desolate place	1.0	0.0064	to eat he called his disciples	1	0.0064
6456				was evening	1.0	0.0064	and grinds his	1.0	0.0064	and they began discussing	1.0	0.0064	in this desolate place 5	1.0	0.0064	eat he called his disciples to	1	0.0064
6457				evening he	1.0	0.0064	grinds his teeth	1.0	0.0064	they began discussing with	1.0	0.0064	this desolate place 5 and	1.0	0.0064	him and said to them 2	1	0.0064
6458				twelve 18	1.0	0.0064	his teeth and	1.0	0.0064	began discussing with one	1.0	0.0064	desolate place 5 and he	1.0	0.0064	and said to them 2 i	1	0.0064
6459				and eating	1.0	0.0064	teeth and becomes	1.0	0.0064	discussing with one another	1.0	0.0064	place 5 and he asked	1.0	0.0064	said to them 2 i have	1	0.0064
6460				eating jesus	1.0	0.0064	and becomes rigid	1.0	0.0064	with one another the	1.0	0.0064	5 and he asked them	1.0	0.0064	to them 2 i have compassion	1	0.0064
6461				will betray	1.0	0.0064	becomes rigid so	1.0	0.0064	one another the fact	1.0	0.0064	and he asked them how	1.0	0.0064	them 2 i have compassion on	1	0.0064
6462				betray me	1.0	0.0064	rigid so i	1.0	0.0064	another the fact that	1.0	0.0064	he asked them how many	1.0	0.0064	2 i have compassion on the	1	0.0064
6463				me one	1.0	0.0064	so i asked	1.0	0.0064	the fact that they	1.0	0.0064	asked them how many loaves	1.0	0.0064	i have compassion on the crowd	1	0.0064
6464				is eating	1.0	0.0064	i asked your	1.0	0.0064	fact that they had	1.0	0.0064	loaves do you have they	1.0	0.0064	have compassion on the crowd because	1	0.0064
6465				me 19	1.0	0.0064	asked your disciples	1.0	0.0064	they had no bread	1.0	0.0064	do you have they said	1.0	0.0064	compassion on the crowd because they	1	0.0064
6466				19 they	1.0	0.0064	your disciples to	1.0	0.0064	had no bread 17	1.0	0.0064	you have they said seven	1.0	0.0064	on the crowd because they have	1	0.0064
6467				be sorrowful	1.0	0.0064	disciples to cast	1.0	0.0064	no bread 17 and	1.0	0.0064	have they said seven 6	1.0	0.0064	the crowd because they have been	1	0.0064
6468				sorrowful and	1.0	0.0064	to cast it	1.0	0.0064	bread 17 and jesus	1.0	0.0064	they said seven 6 and	1.0	0.0064	crowd because they have been with	1	0.0064
6469				him one	1.0	0.0064	were not able	1.0	0.0064	17 and jesus aware	1.0	0.0064	said seven 6 and he	1.0	0.0064	have been with me now three	1	0.0064
6470				one after	1.0	0.0064	not able 19	1.0	0.0064	and jesus aware of	1.0	0.0064	seven 6 and he directed	1.0	0.0064	been with me now three days	1	0.0064
6471				after another	1.0	0.0064	able 19 and	1.0	0.0064	jesus aware of this	1.0	0.0064	6 and he directed the	1.0	0.0064	with me now three days and	1	0.0064
6472				another is	1.0	0.0064	answered them o	1.0	0.0064	aware of this said	1.0	0.0064	and he directed the crowd	1.0	0.0064	me now three days and have	1	0.0064
6473				i 20	1.0	0.0064	them o faithless	1.0	0.0064	of this said to	1.0	0.0064	he directed the crowd to	1.0	0.0064	now three days and have nothing	1	0.0064
6474				20 he	1.0	0.0064	o faithless generation	1.0	0.0064	this said to them	1.0	0.0064	directed the crowd to sit	1.0	0.0064	three days and have nothing to	1	0.0064
6475				twelve one	1.0	0.0064	faithless generation how	1.0	0.0064	why are you discussing	1.0	0.0064	the crowd to sit down	1.0	0.0064	days and have nothing to eat	1	0.0064
6476				is dipping	1.0	0.0064	generation how long	1.0	0.0064	are you discussing the	1.0	0.0064	crowd to sit down on	1.0	0.0064	and have nothing to eat 3	1	0.0064
6477				dipping bread	1.0	0.0064	you how long	1.0	0.0064	you discussing the fact	1.0	0.0064	to sit down on the	1.0	0.0064	have nothing to eat 3 and	1	0.0064
6478				bread into	1.0	0.0064	i to bear	1.0	0.0064	discussing the fact that	1.0	0.0064	sit down on the ground	1.0	0.0064	nothing to eat 3 and if	1	0.0064
6479				the dish	1.0	0.0064	to bear with	1.0	0.0064	the fact that you	1.0	0.0064	down on the ground and	1.0	0.0064	to eat 3 and if i	1	0.0064
6480				dish with	1.0	0.0064	bear with you	1.0	0.0064	fact that you have	1.0	0.0064	on the ground and he	1.0	0.0064	eat 3 and if i send	1	0.0064
6481				me 21	1.0	0.0064	with you bring	1.0	0.0064	you have no bread	1.0	0.0064	the ground and he took	1.0	0.0064	3 and if i send them	1	0.0064
6482				man goes	1.0	0.0064	you bring him	1.0	0.0064	have no bread do	1.0	0.0064	ground and he took the	1.0	0.0064	and if i send them away	1	0.0064
6483				goes as	1.0	0.0064	bring him to	1.0	0.0064	no bread do you	1.0	0.0064	and he took the seven	1.0	0.0064	if i send them away hungry	1	0.0064
6484				but woe	1.0	0.0064	to me 20	1.0	0.0064	bread do you not	1.0	0.0064	he took the seven loaves	1.0	0.0064	i send them away hungry to	1	0.0064
6485				woe to	1.0	0.0064	me 20 and	1.0	0.0064	you not yet perceive	1.0	0.0064	took the seven loaves and	1.0	0.0064	send them away hungry to their	1	0.0064
6486				betrayed it	1.0	0.0064	brought the boy	1.0	0.0064	not yet perceive or	1.0	0.0064	the seven loaves and having	1.0	0.0064	them away hungry to their homes	1	0.0064
6487				been better	1.0	0.0064	the boy to	1.0	0.0064	yet perceive or understand	1.0	0.0064	seven loaves and having given	1.0	0.0064	away hungry to their homes they	1	0.0064
6488				man if	1.0	0.0064	boy to him	1.0	0.0064	perceive or understand are	1.0	0.0064	loaves and having given thanks	1.0	0.0064	hungry to their homes they will	1	0.0064
6489				been born	1.0	0.0064	when the spirit	1.0	0.0064	or understand are your	1.0	0.0064	and having given thanks he	1.0	0.0064	to their homes they will faint	1	0.0064
6490				born institution	1.0	0.0064	the spirit saw	1.0	0.0064	understand are your hearts	1.0	0.0064	having given thanks he broke	1.0	0.0064	their homes they will faint on	1	0.0064
6491				institution of	1.0	0.0064	spirit saw him	1.0	0.0064	are your hearts hardened	1.0	0.0064	given thanks he broke them	1.0	0.0064	homes they will faint on the	1	0.0064
6492				s supper	1.0	0.0064	saw him immediately	1.0	0.0064	your hearts hardened 18	1.0	0.0064	thanks he broke them and	1.0	0.0064	they will faint on the way	1	0.0064
6493				supper 22	1.0	0.0064	him immediately it	1.0	0.0064	hearts hardened 18 having	1.0	0.0064	he broke them and gave	1.0	0.0064	will faint on the way and	1	0.0064
6494				were eating	1.0	0.0064	immediately it convulsed	1.0	0.0064	hardened 18 having eyes	1.0	0.0064	broke them and gave them	1.0	0.0064	faint on the way and some	1	0.0064
6495				eating he	1.0	0.0064	it convulsed the	1.0	0.0064	18 having eyes do	1.0	0.0064	them and gave them to	1.0	0.0064	on the way and some of	1	0.0064
6496				took bread	1.0	0.0064	convulsed the boy	1.0	0.0064	having eyes do you	1.0	0.0064	and gave them to his	1.0	0.0064	the way and some of them	1	0.0064
6497				after blessing	1.0	0.0064	the boy and	1.0	0.0064	eyes do you not	1.0	0.0064	gave them to his disciples	1.0	0.0064	way and some of them have	1	0.0064
6498				blessing it	1.0	0.0064	boy and he	1.0	0.0064	you not see and	1.0	0.0064	them to his disciples to	1.0	0.0064	and some of them have come	1	0.0064
6499				it broke	1.0	0.0064	and he fell	1.0	0.0064	not see and having	1.0	0.0064	to his disciples to set	1.0	0.0064	some of them have come from	1	0.0064
6500				broke it	1.0	0.0064	ground and rolled	1.0	0.0064	see and having ears	1.0	0.0064	his disciples to set before	1.0	0.0064	of them have come from far	1	0.0064
6501				take this	1.0	0.0064	and rolled about	1.0	0.0064	and having ears do	1.0	0.0064	before the people and they	1.0	0.0064	them have come from far away	1	0.0064
6502				body 23	1.0	0.0064	rolled about foaming	1.0	0.0064	having ears do you	1.0	0.0064	the people and they set	1.0	0.0064	have come from far away 4	1	0.0064
6503				cup and	1.0	0.0064	about foaming at	1.0	0.0064	ears do you not	1.0	0.0064	people and they set them	1.0	0.0064	come from far away 4 and	1	0.0064
6504				all drank	1.0	0.0064	foaming at the	1.0	0.0064	do you not hear	1.0	0.0064	and they set them before	1.0	0.0064	from far away 4 and his	1	0.0064
6505				drank of	1.0	0.0064	at the mouth	1.0	0.0064	you not hear and	1.0	0.0064	they set them before the	1.0	0.0064	far away 4 and his disciples	1	0.0064
6506				my blood	1.0	0.0064	the mouth 21	1.0	0.0064	not hear and do	1.0	0.0064	set them before the crowd	1.0	0.0064	away 4 and his disciples answered	1	0.0064
6507				blood of	1.0	0.0064	mouth 21 and	1.0	0.0064	hear and do you	1.0	0.0064	them before the crowd 7	1.0	0.0064	4 and his disciples answered him	1	0.0064
6508				the f	1.0	0.0064	jesus asked his	1.0	0.0064	do you not remember	1.0	0.0064	before the crowd 7 and	1.0	0.0064	and his disciples answered him how	1	0.0064
6509				f covenant	1.0	0.0064	asked his father	1.0	0.0064	you not remember 19	1.0	0.0064	the crowd 7 and they	1.0	0.0064	his disciples answered him how can	1	0.0064
6510				covenant which	1.0	0.0064	his father how	1.0	0.0064	not remember 19 when	1.0	0.0064	crowd 7 and they had	1.0	0.0064	disciples answered him how can one	1	0.0064
6511				is poured	1.0	0.0064	father how long	1.0	0.0064	remember 19 when i	1.0	0.0064	7 and they had a	1.0	0.0064	answered him how can one feed	1	0.0064
6512				poured out	1.0	0.0064	how long has	1.0	0.0064	19 when i broke	1.0	0.0064	they had a few small	1.0	0.0064	him how can one feed these	1	0.0064
6513				many 25	1.0	0.0064	long has this	1.0	0.0064	when i broke the	1.0	0.0064	had a few small fish	1.0	0.0064	how can one feed these people	1	0.0064
6514				25 truly	1.0	0.0064	this been happening	1.0	0.0064	i broke the five	1.0	0.0064	a few small fish and	1.0	0.0064	can one feed these people with	1	0.0064
6515				not drink	1.0	0.0064	been happening to	1.0	0.0064	broke the five loaves	1.0	0.0064	few small fish and having	1.0	0.0064	one feed these people with bread	1	0.0064
6516				drink again	1.0	0.0064	happening to him	1.0	0.0064	the five loaves for	1.0	0.0064	small fish and having blessed	1.0	0.0064	feed these people with bread here	1	0.0064
6517				the vine	1.0	0.0064	he said from	1.0	0.0064	five loaves for the	1.0	0.0064	fish and having blessed them	1.0	0.0064	these people with bread here in	1	0.0064
