id	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
7393				french teacher	1.0	0.0063	the citizens extend	1.0	0.0063	then to distinguish clearly	1.0	0.0063	the general will is to	1.0	0.0063	it may then be said that	1	0.0063
7394				teacher turns	1.0	0.0063	citizens extend is	1.0	0.0063	to distinguish clearly between	1.0	0.0063	general will is to be	1.0	0.0063	may then be said that there	1	0.0063
7395				turns out	1.0	0.0063	extend is to	1.0	0.0063	distinguish clearly between the	1.0	0.0063	will is to be able	1.0	0.0063	then be said that there are	1	0.0063
7396				his pupil	1.0	0.0063	is to ask	1.0	0.0063	clearly between the respective	1.0	0.0063	is to be able to	1.0	0.0063	be said that there are no	1	0.0063
7397				pupil to	1.0	0.0063	to ask up	1.0	0.0063	between the respective rights	1.0	0.0063	to be able to express	1.0	0.0063	said that there are no longer	1	0.0063
7398				an infant	1.0	0.0063	ask up to	1.0	0.0063	rights of the citizens	1.0	0.0063	be able to express itself	1.0	0.0063	that there are no longer as	1	0.0063
7399				infant prodigy	1.0	0.0063	to what point	1.0	0.0063	of the citizens and	1.0	0.0063	able to express itself that	1.0	0.0063	there are no longer as many	1	0.0063
7400				prodigy and	1.0	0.0063	what point the	1.0	0.0063	the citizens and the	1.0	0.0063	to express itself that there	1.0	0.0063	are no longer as many votes	1	0.0063
7401				life to	1.0	0.0063	point the latter	1.0	0.0063	citizens and the sovereign	1.0	0.0063	express itself that there should	1.0	0.0063	no longer as many votes as	1	0.0063
7402				be nothing	1.0	0.0063	latter can enter	1.0	0.0063	and the sovereign 1	1.0	0.0063	there should be no partial	1.0	0.0063	longer as many votes as there	1	0.0063
7403				nothing whatsoever	1.0	0.0063	can enter into	1.0	0.0063	the sovereign 1 and	1.0	0.0063	should be no partial society	1.0	0.0063	as many votes as there are	1	0.0063
7404				whatsoever the	1.0	0.0063	undertakings with themselves	1.0	0.0063	sovereign 1 and between	1.0	0.0063	be no partial society within	1.0	0.0063	many votes as there are men	1	0.0063
7405				the empire	1.0	0.0063	we can see	1.0	0.0063	1 and between the	1.0	0.0063	no partial society within the	1.0	0.0063	votes as there are men but	1	0.0063
7406				empire of	1.0	0.0063	can see from	1.0	0.0063	and between the duties	1.0	0.0063	partial society within the state	1.0	0.0063	as there are men but only	1	0.0063
7407				of russia	1.0	0.0063	see from this	1.0	0.0063	between the duties the	1.0	0.0063	society within the state and	1.0	0.0063	there are men but only as	1	0.0063
7408				will aspire	1.0	0.0063	sovereign power absolute	1.0	0.0063	the duties the former	1.0	0.0063	within the state and that	1.0	0.0063	are men but only as many	1	0.0063
7409				aspire to	1.0	0.0063	power absolute sacred	1.0	0.0063	duties the former have	1.0	0.0063	the state and that each	1.0	0.0063	men but only as many as	1	0.0063
7410				to conquer	1.0	0.0063	absolute sacred and	1.0	0.0063	the former have to	1.0	0.0063	state and that each citizen	1.0	0.0063	but only as many as there	1	0.0063
7411				conquer europe	1.0	0.0063	sacred and inviolable	1.0	0.0063	former have to fulfil	1.0	0.0063	and that each citizen should	1.0	0.0063	only as many as there are	1	0.0063
7412				europe and	1.0	0.0063	and inviolable as	1.0	0.0063	have to fulfil as	1.0	0.0063	that each citizen should think	1.0	0.0063	as many as there are associations	1	0.0063
7413				be conquered	1.0	0.0063	inviolable as it	1.0	0.0063	to fulfil as subjects	1.0	0.0063	each citizen should think only	1.0	0.0063	many as there are associations the	1	0.0063
7414				conquered the	1.0	0.0063	not and cannot	1.0	0.0063	fulfil as subjects and	1.0	0.0063	citizen should think only his	1.0	0.0063	as there are associations the differences	1	0.0063
7415				the tartars	1.0	0.0063	and cannot exceed	1.0	0.0063	as subjects and the	1.0	0.0063	should think only his own	1.0	0.0063	there are associations the differences become	1	0.0063
7416				tartars its	1.0	0.0063	cannot exceed the	1.0	0.0063	subjects and the natural	1.0	0.0063	think only his own thoughts	1.0	0.0063	are associations the differences become less	1	0.0063
7417				subjects or	1.0	0.0063	exceed the limits	1.0	0.0063	and the natural rights	1.0	0.0063	only his own thoughts 1	1.0	0.0063	associations the differences become less numerous	1	0.0063
7418				or neighbours	1.0	0.0063	limits of general	1.0	0.0063	the natural rights they	1.0	0.0063	his own thoughts 1 which	1.0	0.0063	the differences become less numerous and	1	0.0063
7419				neighbours will	1.0	0.0063	of general conventions	1.0	0.0063	natural rights they should	1.0	0.0063	own thoughts 1 which was	1.0	0.0063	differences become less numerous and give	1	0.0063
7420				will become	1.0	0.0063	general conventions and	1.0	0.0063	rights they should enjoy	1.0	0.0063	thoughts 1 which was indeed	1.0	0.0063	become less numerous and give a	1	0.0063
7421				become its	1.0	0.0063	conventions and that	1.0	0.0063	they should enjoy as	1.0	0.0063	1 which was indeed the	1.0	0.0063	less numerous and give a less	1	0.0063
7422				its masters	1.0	0.0063	and that every	1.0	0.0063	should enjoy as men	1.0	0.0063	which was indeed the sublime	1.0	0.0063	numerous and give a less general	1	0.0063
7423				masters and	1.0	0.0063	every man may	1.0	0.0063	enjoy as men each	1.0	0.0063	was indeed the sublime and	1.0	0.0063	and give a less general result	1	0.0063
7424				a revolution	1.0	0.0063	man may dispose	1.0	0.0063	as men each man	1.0	0.0063	indeed the sublime and unique	1.0	0.0063	give a less general result lastly	1	0.0063
7425				revolution which	1.0	0.0063	may dispose at	1.0	0.0063	men each man alienates	1.0	0.0063	the sublime and unique system	1.0	0.0063	a less general result lastly when	1	0.0063
7426				i regard	1.0	0.0063	dispose at will	1.0	0.0063	each man alienates i	1.0	0.0063	sublime and unique system established	1.0	0.0063	less general result lastly when one	1	0.0063
7427				regard as	1.0	0.0063	of such goods	1.0	0.0063	man alienates i admit	1.0	0.0063	and unique system established by	1.0	0.0063	general result lastly when one of	1	0.0063
7428				as inevitable	1.0	0.0063	such goods and	1.0	0.0063	alienates i admit by	1.0	0.0063	unique system established by the	1.0	0.0063	result lastly when one of these	1	0.0063
7429				inevitable indeed	1.0	0.0063	liberty as these	1.0	0.0063	i admit by the	1.0	0.0063	system established by the great	1.0	0.0063	lastly when one of these associations	1	0.0063
7430				indeed all	1.0	0.0063	as these conventions	1.0	0.0063	admit by the social	1.0	0.0063	established by the great lycurgus	1.0	0.0063	when one of these associations is	1	0.0063
7431				the kings	1.0	0.0063	these conventions leave	1.0	0.0063	the social compact only	1.0	0.0063	by the great lycurgus but	1.0	0.0063	one of these associations is so	1	0.0063
7432				of europe	1.0	0.0063	conventions leave him	1.0	0.0063	social compact only such	1.0	0.0063	the great lycurgus but if	1.0	0.0063	of these associations is so great	1	0.0063
7433				europe are	1.0	0.0063	leave him so	1.0	0.0063	compact only such part	1.0	0.0063	great lycurgus but if there	1.0	0.0063	these associations is so great as	1	0.0063
7434				are working	1.0	0.0063	the sovereign never	1.0	0.0063	only such part of	1.0	0.0063	lycurgus but if there are	1.0	0.0063	associations is so great as to	1	0.0063
7435				concert to	1.0	0.0063	sovereign never has	1.0	0.0063	such part of his	1.0	0.0063	but if there are partial	1.0	0.0063	is so great as to prevail	1	0.0063
7436				to hasten	1.0	0.0063	never has a	1.0	0.0063	part of his powers	1.0	0.0063	if there are partial societies	1.0	0.0063	so great as to prevail over	1	0.0063
7437				hasten its	1.0	0.0063	right to lay	1.0	0.0063	of his powers goods	1.0	0.0063	there are partial societies it	1.0	0.0063	great as to prevail over all	1	0.0063
7438				its coming	1.0	0.0063	to lay more	1.0	0.0063	his powers goods and	1.0	0.0063	are partial societies it is	1.0	0.0063	as to prevail over all the	1	0.0063
7439				coming chapter	1.0	0.0063	lay more charges	1.0	0.0063	powers goods and liberty	1.0	0.0063	partial societies it is best	1.0	0.0063	to prevail over all the rest	1	0.0063
7440				ix the	1.0	0.0063	more charges on	1.0	0.0063	and liberty as it	1.0	0.0063	societies it is best to	1.0	0.0063	prevail over all the rest the	1	0.0063
7441				continued as	1.0	0.0063	charges on one	1.0	0.0063	liberty as it is	1.0	0.0063	it is best to have	1.0	0.0063	over all the rest the result	1	0.0063
7442				has set	1.0	0.0063	on one subject	1.0	0.0063	as it is important	1.0	0.0063	is best to have as	1.0	0.0063	all the rest the result is	1	0.0063
7443				set bounds	1.0	0.0063	one subject than	1.0	0.0063	it is important for	1.0	0.0063	best to have as many	1.0	0.0063	the rest the result is no	1	0.0063
7444				bounds to	1.0	0.0063	subject than on	1.0	0.0063	is important for the	1.0	0.0063	to have as many as	1.0	0.0063	rest the result is no longer	1	0.0063
7445				the stature	1.0	0.0063	than on another	1.0	0.0063	important for the community	1.0	0.0063	have as many as possible	1.0	0.0063	the result is no longer a	1	0.0063
7446				stature of	1.0	0.0063	on another because	1.0	0.0063	for the community to	1.0	0.0063	as many as possible and	1.0	0.0063	result is no longer a sum	1	0.0063
7447				well made	1.0	0.0063	another because in	1.0	0.0063	the community to control	1.0	0.0063	many as possible and to	1.0	0.0063	is no longer a sum of	1	0.0063
7448				made man	1.0	0.0063	case the question	1.0	0.0063	community to control but	1.0	0.0063	as possible and to prevent	1.0	0.0063	no longer a sum of small	1	0.0063
7449				and outside	1.0	0.0063	the question becomes	1.0	0.0063	to control but it	1.0	0.0063	possible and to prevent them	1.0	0.0063	longer a sum of small differences	1	0.0063
7450				outside those	1.0	0.0063	question becomes particular	1.0	0.0063	control but it must	1.0	0.0063	and to prevent them from	1.0	0.0063	a sum of small differences but	1	0.0063
7451				those limits	1.0	0.0063	becomes particular and	1.0	0.0063	but it must also	1.0	0.0063	to prevent them from being	1.0	0.0063	sum of small differences but a	1	0.0063
7452				limits makes	1.0	0.0063	particular and ceases	1.0	0.0063	it must also be	1.0	0.0063	prevent them from being unequal	1.0	0.0063	of small differences but a single	1	0.0063
7453				makes nothing	1.0	0.0063	and ceases to	1.0	0.0063	must also be granted	1.0	0.0063	them from being unequal as	1.0	0.0063	small differences but a single difference	1	0.0063
7454				but giants	1.0	0.0063	to be within	1.0	0.0063	also be granted that	1.0	0.0063	from being unequal as was	1.0	0.0063	differences but a single difference in	1	0.0063
7455				giants or	1.0	0.0063	be within its	1.0	0.0063	be granted that the	1.0	0.0063	being unequal as was done	1.0	0.0063	but a single difference in this	1	0.0063
7456				or dwarfs	1.0	0.0063	within its competency	1.0	0.0063	granted that the sovereign	1.0	0.0063	unequal as was done by	1.0	0.0063	a single difference in this case	1	0.0063
7457				dwarfs similarly	1.0	0.0063	its competency when	1.0	0.0063	that the sovereign is	1.0	0.0063	as was done by solon	1.0	0.0063	single difference in this case there	1	0.0063
7458				similarly for	1.0	0.0063	competency when these	1.0	0.0063	the sovereign is sole	1.0	0.0063	was done by solon numa	1.0	0.0063	difference in this case there is	1	0.0063
7459				its best	1.0	0.0063	when these distinctions	1.0	0.0063	sovereign is sole judge	1.0	0.0063	done by solon numa and	1.0	0.0063	in this case there is no	1	0.0063
7460				best it	1.0	0.0063	these distinctions have	1.0	0.0063	is sole judge of	1.0	0.0063	by solon numa and servius	1.0	0.0063	this case there is no longer	1	0.0063
7461				to fix	1.0	0.0063	distinctions have once	1.0	0.0063	sole judge of what	1.0	0.0063	solon numa and servius these	1.0	0.0063	case there is no longer a	1	0.0063
7462				fix limits	1.0	0.0063	once been admitted	1.0	0.0063	judge of what is	1.0	0.0063	numa and servius these precautions	1.0	0.0063	there is no longer a general	1	0.0063
7463				limits that	1.0	0.0063	been admitted it	1.0	0.0063	of what is important	1.0	0.0063	and servius these precautions are	1.0	0.0063	is no longer a general will	1	0.0063
7464				will make	1.0	0.0063	admitted it is	1.0	0.0063	what is important every	1.0	0.0063	servius these precautions are the	1.0	0.0063	no longer a general will and	1	0.0063
7465				neither too	1.0	0.0063	it is seen	1.0	0.0063	is important every service	1.0	0.0063	these precautions are the only	1.0	0.0063	longer a general will and the	1	0.0063
7466				too large	1.0	0.0063	is seen to	1.0	0.0063	important every service a	1.0	0.0063	precautions are the only ones	1.0	0.0063	a general will and the opinion	1	0.0063
7467				large for	1.0	0.0063	seen to be	1.0	0.0063	every service a citizen	1.0	0.0063	are the only ones that	1.0	0.0063	general will and the opinion which	1	0.0063
7468				for good	1.0	0.0063	be so untrue	1.0	0.0063	service a citizen can	1.0	0.0063	the only ones that can	1.0	0.0063	will and the opinion which prevails	1	0.0063
7469				too small	1.0	0.0063	so untrue that	1.0	0.0063	a citizen can render	1.0	0.0063	only ones that can guarantee	1.0	0.0063	and the opinion which prevails is	1	0.0063
7470				small for	1.0	0.0063	untrue that there	1.0	0.0063	citizen can render the	1.0	0.0063	ones that can guarantee that	1.0	0.0063	the opinion which prevails is purely	1	0.0063
7471				for self	1.0	0.0063	social contract any	1.0	0.0063	can render the state	1.0	0.0063	that can guarantee that the	1.0	0.0063	opinion which prevails is purely particular	1	0.0063
7472				self maintenance	1.0	0.0063	contract any real	1.0	0.0063	render the state he	1.0	0.0063	can guarantee that the general	1.0	0.0063	which prevails is purely particular it	1	0.0063
7473				every body	1.0	0.0063	any real renunciation	1.0	0.0063	the state he ought	1.0	0.0063	guarantee that the general will	1.0	0.0063	prevails is purely particular it is	1	0.0063
7474				politic there	1.0	0.0063	real renunciation on	1.0	0.0063	state he ought to	1.0	0.0063	that the general will shall	1.0	0.0063	is purely particular it is therefore	1	0.0063
7475				a maximum	1.0	0.0063	renunciation on the	1.0	0.0063	he ought to render	1.0	0.0063	general will shall be always	1.0	0.0063	purely particular it is therefore essential	1	0.0063
7476				exceed and	1.0	0.0063	the individuals that	1.0	0.0063	ought to render as	1.0	0.0063	will shall be always enlightened	1.0	0.0063	particular it is therefore essential if	1	0.0063
7477				only loses	1.0	0.0063	individuals that the	1.0	0.0063	to render as soon	1.0	0.0063	shall be always enlightened and	1.0	0.0063	it is therefore essential if the	1	0.0063
7478				by increasing	1.0	0.0063	that the position	1.0	0.0063	render as soon as	1.0	0.0063	be always enlightened and that	1.0	0.0063	is therefore essential if the general	1	0.0063
7479				increasing in	1.0	0.0063	the position in	1.0	0.0063	as soon as the	1.0	0.0063	always enlightened and that the	1.0	0.0063	therefore essential if the general will	1	0.0063
7480				in size	1.0	0.0063	position in which	1.0	0.0063	soon as the sovereign	1.0	0.0063	enlightened and that the people	1.0	0.0063	essential if the general will is	1	0.0063
7481				size every	1.0	0.0063	which they find	1.0	0.0063	as the sovereign demands	1.0	0.0063	and that the people shall	1.0	0.0063	if the general will is to	1	0.0063
7482				every extension	1.0	0.0063	they find themselves	1.0	0.0063	the sovereign demands it	1.0	0.0063	that the people shall in	1.0	0.0063	the general will is to be	1	0.0063
7483				extension of	1.0	0.0063	find themselves as	1.0	0.0063	sovereign demands it but	1.0	0.0063	the people shall in no	1.0	0.0063	general will is to be able	1	0.0063
7484				tie means	1.0	0.0063	as a result	1.0	0.0063	demands it but the	1.0	0.0063	people shall in no way	1.0	0.0063	will is to be able to	1	0.0063
7485				means its	1.0	0.0063	a result of	1.0	0.0063	it but the sovereign	1.0	0.0063	shall in no way deceive	1.0	0.0063	is to be able to express	1	0.0063
7486				its relaxation	1.0	0.0063	result of the	1.0	0.0063	but the sovereign for	1.0	0.0063	in no way deceive itself	1.0	0.0063	to be able to express itself	1	0.0063
7487				relaxation and	1.0	0.0063	contract is really	1.0	0.0063	the sovereign for its	1.0	0.0063	no way deceive itself chapter	1.0	0.0063	be able to express itself that	1	0.0063
7488				and generally	1.0	0.0063	is really preferable	1.0	0.0063	sovereign for its part	1.0	0.0063	way deceive itself chapter iv	1.0	0.0063	able to express itself that there	1	0.0063
7489				generally speaking	1.0	0.0063	really preferable to	1.0	0.0063	for its part cannot	1.0	0.0063	deceive itself chapter iv the	1.0	0.0063	to express itself that there should	1	0.0063
7490				speaking a	1.0	0.0063	preferable to that	1.0	0.0063	its part cannot impose	1.0	0.0063	itself chapter iv the limits	1.0	0.0063	express itself that there should be	1	0.0063
7491				small state	1.0	0.0063	were before instead	1.0	0.0063	part cannot impose upon	1.0	0.0063	chapter iv the limits of	1.0	0.0063	that there should be no partial	1	0.0063
7492				is stronger	1.0	0.0063	before instead of	1.0	0.0063	cannot impose upon its	1.0	0.0063	iv the limits of the	1.0	0.0063	there should be no partial society	1	0.0063
7493				stronger in	1.0	0.0063	of a renunciation	1.0	0.0063	impose upon its subjects	1.0	0.0063	the limits of the sovereign	1.0	0.0063	should be no partial society within	1	0.0063
7494				in proportion	1.0	0.0063	a renunciation they	1.0	0.0063	upon its subjects any	1.0	0.0063	limits of the sovereign power	1.0	0.0063	be no partial society within the	1	0.0063
7495				proportion than	1.0	0.0063	renunciation they have	1.0	0.0063	its subjects any fetters	1.0	0.0063	of the sovereign power if	1.0	0.0063	no partial society within the state	1	0.0063
7496				great one	1.0	0.0063	they have made	1.0	0.0063	subjects any fetters that	1.0	0.0063	the sovereign power if the	1.0	0.0063	partial society within the state and	1	0.0063
7497				one a	1.0	0.0063	have made an	1.0	0.0063	any fetters that are	1.0	0.0063	sovereign power if the state	1.0	0.0063	society within the state and that	1	0.0063
7498				thousand arguments	1.0	0.0063	made an advantageous	1.0	0.0063	fetters that are useless	1.0	0.0063	power if the state is	1.0	0.0063	within the state and that each	1	0.0063
7499				arguments could	1.0	0.0063	an advantageous exchange	1.0	0.0063	that are useless to	1.0	0.0063	if the state is a	1.0	0.0063	the state and that each citizen	1	0.0063
7500				be advanced	1.0	0.0063	advantageous exchange instead	1.0	0.0063	are useless to the	1.0	0.0063	the state is a moral	1.0	0.0063	state and that each citizen should	1	0.0063
7501				advanced in	1.0	0.0063	exchange instead of	1.0	0.0063	useless to the community	1.0	0.0063	state is a moral person	1.0	0.0063	and that each citizen should think	1	0.0063
7502				principle first	1.0	0.0063	instead of an	1.0	0.0063	to the community nor	1.0	0.0063	is a moral person whose	1.0	0.0063	that each citizen should think only	1	0.0063
7503				first long	1.0	0.0063	of an uncertain	1.0	0.0063	the community nor can	1.0	0.0063	a moral person whose life	1.0	0.0063	each citizen should think only his	1	0.0063
7504				long distances	1.0	0.0063	an uncertain and	1.0	0.0063	community nor can it	1.0	0.0063	moral person whose life is	1.0	0.0063	citizen should think only his own	1	0.0063
7505				distances make	1.0	0.0063	uncertain and precarious	1.0	0.0063	nor can it even	1.0	0.0063	person whose life is in	1.0	0.0063	should think only his own thoughts	1	0.0063
7506				make administration	1.0	0.0063	and precarious way	1.0	0.0063	can it even wish	1.0	0.0063	whose life is in the	1.0	0.0063	think only his own thoughts 1	1	0.0063
7507				administration more	1.0	0.0063	precarious way of	1.0	0.0063	it even wish to	1.0	0.0063	life is in the union	1.0	0.0063	only his own thoughts 1 which	1	0.0063
7508				more difficult	1.0	0.0063	way of living	1.0	0.0063	even wish to do	1.0	0.0063	is in the union of	1.0	0.0063	his own thoughts 1 which was	1	0.0063
7509				difficult just	1.0	0.0063	of living they	1.0	0.0063	wish to do so	1.0	0.0063	in the union of its	1.0	0.0063	own thoughts 1 which was indeed	1	0.0063
7510				a weight	1.0	0.0063	living they have	1.0	0.0063	more by the law	1.0	0.0063	the union of its members	1.0	0.0063	thoughts 1 which was indeed the	1	0.0063
7511				weight becomes	1.0	0.0063	have got one	1.0	0.0063	the law of reason	1.0	0.0063	union of its members and	1.0	0.0063	1 which was indeed the sublime	1	0.0063
7512				becomes heavier	1.0	0.0063	got one that	1.0	0.0063	law of reason than	1.0	0.0063	of its members and if	1.0	0.0063	which was indeed the sublime and	1	0.0063
7513				heavier at	1.0	0.0063	that is better	1.0	0.0063	of reason than by	1.0	0.0063	its members and if the	1.0	0.0063	was indeed the sublime and unique	1	0.0063
7514				longer lever	1.0	0.0063	is better and	1.0	0.0063	reason than by the	1.0	0.0063	members and if the most	1.0	0.0063	indeed the sublime and unique system	1	0.0063
7515				lever administration	1.0	0.0063	better and more	1.0	0.0063	than by the law	1.0	0.0063	and if the most important	1.0	0.0063	the sublime and unique system established	1	0.0063
7516				administration therefore	1.0	0.0063	and more secure	1.0	0.0063	the law of nature	1.0	0.0063	if the most important of	1.0	0.0063	sublime and unique system established by	1	0.0063
7517				therefore becomes	1.0	0.0063	more secure instead	1.0	0.0063	law of nature can	1.0	0.0063	the most important of its	1.0	0.0063	and unique system established by the	1	0.0063
7518				becomes more	1.0	0.0063	secure instead of	1.0	0.0063	of nature can anything	1.0	0.0063	most important of its cares	1.0	0.0063	unique system established by the great	1	0.0063
7519				more burdensome	1.0	0.0063	instead of natural	1.0	0.0063	nature can anything occur	1.0	0.0063	important of its cares is	1.0	0.0063	system established by the great lycurgus	1	0.0063
7520				burdensome as	1.0	0.0063	of natural independence	1.0	0.0063	can anything occur without	1.0	0.0063	of its cares is the	1.0	0.0063	established by the great lycurgus but	1	0.0063
7521				the distance	1.0	0.0063	natural independence they	1.0	0.0063	anything occur without a	1.0	0.0063	its cares is the care	1.0	0.0063	by the great lycurgus but if	1	0.0063
7522				distance grows	1.0	0.0063	have got liberty	1.0	0.0063	occur without a cause	1.0	0.0063	cares is the care for	1.0	0.0063	the great lycurgus but if there	1	0.0063
7523				grows greater	1.0	0.0063	got liberty instead	1.0	0.0063	without a cause the	1.0	0.0063	is the care for its	1.0	0.0063	great lycurgus but if there are	1	0.0063
7524				greater for	1.0	0.0063	liberty instead of	1.0	0.0063	a cause the undertakings	1.0	0.0063	the care for its own	1.0	0.0063	lycurgus but if there are partial	1	0.0063
7525				place each	1.0	0.0063	instead of the	1.0	0.0063	cause the undertakings which	1.0	0.0063	care for its own preservation	1.0	0.0063	but if there are partial societies	1	0.0063
7526				each city	1.0	0.0063	of the power	1.0	0.0063	the undertakings which bind	1.0	0.0063	for its own preservation it	1.0	0.0063	if there are partial societies it	1	0.0063
7527				city has	1.0	0.0063	the power to	1.0	0.0063	undertakings which bind us	1.0	0.0063	its own preservation it must	1.0	0.0063	there are partial societies it is	1	0.0063
7528				is paid	1.0	0.0063	power to harm	1.0	0.0063	which bind us to	1.0	0.0063	own preservation it must have	1.0	0.0063	are partial societies it is best	1	0.0063
7529				for 41	1.0	0.0063	to harm others	1.0	0.0063	bind us to the	1.0	0.0063	preservation it must have a	1.0	0.0063	partial societies it is best to	1	0.0063
7530				41 by	1.0	0.0063	harm others security	1.0	0.0063	us to the social	1.0	0.0063	it must have a universal	1.0	0.0063	societies it is best to have	1	0.0063
7531				people each	1.0	0.0063	others security for	1.0	0.0063	to the social body	1.0	0.0063	must have a universal and	1.0	0.0063	it is best to have as	1	0.0063
7532				each district	1.0	0.0063	security for themselves	1.0	0.0063	the social body are	1.0	0.0063	have a universal and compelling	1.0	0.0063	is best to have as many	1	0.0063
7533				district its	1.0	0.0063	themselves and instead	1.0	0.0063	social body are obligatory	1.0	0.0063	a universal and compelling force	1.0	0.0063	best to have as many as	1	0.0063
7534				own still	1.0	0.0063	instead of their	1.0	0.0063	body are obligatory only	1.0	0.0063	universal and compelling force in	1.0	0.0063	to have as many as possible	1	0.0063
7535				still paid	1.0	0.0063	of their strength	1.0	0.0063	are obligatory only because	1.0	0.0063	and compelling force in order	1.0	0.0063	have as many as possible and	1	0.0063
7536				then comes	1.0	0.0063	their strength which	1.0	0.0063	obligatory only because they	1.0	0.0063	compelling force in order to	1.0	0.0063	as many as possible and to	1	0.0063
7537				comes each	1.0	0.0063	strength which others	1.0	0.0063	because they are mutual	1.0	0.0063	force in order to move	1.0	0.0063	many as possible and to prevent	1	0.0063
7538				each province	1.0	0.0063	which others might	1.0	0.0063	they are mutual and	1.0	0.0063	in order to move and	1.0	0.0063	as possible and to prevent them	1	0.0063
7539				province and	1.0	0.0063	others might overcome	1.0	0.0063	are mutual and their	1.0	0.0063	order to move and dispose	1.0	0.0063	possible and to prevent them from	1	0.0063
7540				great governments	1.0	0.0063	might overcome a	1.0	0.0063	mutual and their nature	1.0	0.0063	to move and dispose each	1.0	0.0063	and to prevent them from being	1	0.0063
7541				governments satrapies	1.0	0.0063	overcome a right	1.0	0.0063	and their nature is	1.0	0.0063	move and dispose each part	1.0	0.0063	to prevent them from being unequal	1	0.0063
7542				satrapies and	1.0	0.0063	right which social	1.0	0.0063	their nature is such	1.0	0.0063	and dispose each part as	1.0	0.0063	prevent them from being unequal as	1	0.0063
7543				vice royalties	1.0	0.0063	which social union	1.0	0.0063	nature is such that	1.0	0.0063	dispose each part as may	1.0	0.0063	them from being unequal as was	1	0.0063
7544				royalties always	1.0	0.0063	social union makes	1.0	0.0063	such that in fulfilling	1.0	0.0063	each part as may be	1.0	0.0063	from being unequal as was done	1	0.0063
7545				always costing	1.0	0.0063	union makes invincible	1.0	0.0063	that in fulfilling them	1.0	0.0063	part as may be most	1.0	0.0063	being unequal as was done by	1	0.0063
7546				costing more	1.0	0.0063	makes invincible their	1.0	0.0063	in fulfilling them we	1.0	0.0063	as may be most advantageous	1.0	0.0063	unequal as was done by solon	1	0.0063
7547				the higher	1.0	0.0063	invincible their very	1.0	0.0063	fulfilling them we cannot	1.0	0.0063	may be most advantageous to	1.0	0.0063	as was done by solon numa	1	0.0063
7548				higher you	1.0	0.0063	their very life	1.0	0.0063	them we cannot work	1.0	0.0063	be most advantageous to the	1.0	0.0063	was done by solon numa and	1	0.0063
7549				you go	1.0	0.0063	very life which	1.0	0.0063	we cannot work for	1.0	0.0063	most advantageous to the whole	1.0	0.0063	done by solon numa and servius	1	0.0063
7550				always at	1.0	0.0063	life which they	1.0	0.0063	cannot work for others	1.0	0.0063	advantageous to the whole as	1.0	0.0063	by solon numa and servius these	1	0.0063
7551				the unfortunate	1.0	0.0063	they have devoted	1.0	0.0063	work for others without	1.0	0.0063	to the whole as nature	1.0	0.0063	solon numa and servius these precautions	1	0.0063
7552				unfortunate people	1.0	0.0063	have devoted to	1.0	0.0063	for others without working	1.0	0.0063	the whole as nature gives	1.0	0.0063	numa and servius these precautions are	1	0.0063
7553				people last	1.0	0.0063	devoted to the	1.0	0.0063	others without working for	1.0	0.0063	whole as nature gives each	1.0	0.0063	and servius these precautions are the	1	0.0063
7554				last of	1.0	0.0063	state is by	1.0	0.0063	without working for ourselves	1.0	0.0063	as nature gives each man	1.0	0.0063	servius these precautions are the only	1	0.0063
7555				all comes	1.0	0.0063	by it constantly	1.0	0.0063	working for ourselves why	1.0	0.0063	nature gives each man absolute	1.0	0.0063	these precautions are the only ones	1	0.0063
7556				comes the	1.0	0.0063	it constantly protected	1.0	0.0063	it that the general	1.0	0.0063	gives each man absolute power	1.0	0.0063	precautions are the only ones that	1	0.0063
7557				supreme administration	1.0	0.0063	constantly protected and	1.0	0.0063	in the right and	1.0	0.0063	each man absolute power over	1.0	0.0063	are the only ones that can	1	0.0063
7558				administration which	1.0	0.0063	protected and when	1.0	0.0063	the right and that	1.0	0.0063	man absolute power over all	1.0	0.0063	the only ones that can guarantee	1	0.0063
7559				which eclipses	1.0	0.0063	when they risk	1.0	0.0063	right and that all	1.0	0.0063	absolute power over all his	1.0	0.0063	only ones that can guarantee that	1	0.0063
7560				eclipses all	1.0	0.0063	they risk it	1.0	0.0063	and that all continually	1.0	0.0063	power over all his 27	1.0	0.0063	ones that can guarantee that the	1	0.0063
7561				rest all	1.0	0.0063	risk it in	1.0	0.0063	that all continually will	1.0	0.0063	over all his 27 members	1.0	0.0063	that can guarantee that the general	1	0.0063
7562				these overcharges	1.0	0.0063	state s defence	1.0	0.0063	all continually will the	1.0	0.0063	all his 27 members the	1.0	0.0063	can guarantee that the general will	1	0.0063
7563				overcharges are	1.0	0.0063	s defence what	1.0	0.0063	continually will the happiness	1.0	0.0063	his 27 members the social	1.0	0.0063	guarantee that the general will shall	1	0.0063
7564				a continual	1.0	0.0063	defence what more	1.0	0.0063	will the happiness of	1.0	0.0063	27 members the social compact	1.0	0.0063	that the general will shall be	1	0.0063
7565				continual drain	1.0	0.0063	doing than giving	1.0	0.0063	the happiness of each	1.0	0.0063	members the social compact gives	1.0	0.0063	the general will shall be always	1	0.0063
